"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000003884","YJR123W","S. cerevisiae","RPS5","Ribosomal Protein of the Small subunit"
"SGD:S000003896","YJR135C","S. cerevisiae","MCM22","MiniChromosome Maintenance"
"SGD:S000003901","YJR140C","S. cerevisiae","HIR3","HIstone Regulation"
"SGD:S000003906","YJR145C","S. cerevisiae","RPS4A","Ribosomal Protein of the Small subunit"
"SGD:S000003909","YJR148W","S. cerevisiae","BAT2","Branched-chain Amino acid Transaminase"
"SGD:S000003925","YLL002W","S. cerevisiae","RTT109","Regulator of Ty1 Transposition"
"SGD:S000003927","YLL004W","S. cerevisiae","ORC3","Origin Recognition Complex"
"SGD:S000003931","YLL008W","S. cerevisiae","DRS1","Deficiency of Ribosomal Subunits"
"SGD:S000003933","YLL010C","S. cerevisiae","PSR1","Plasma membrane Sodium Response"
"SGD:S000003934","YLL011W","S. cerevisiae","SOF1","Suppressor Of Fibrillarin"
"SGD:S000003944","YLL021W","S. cerevisiae","SPA2","Spindle Pole Antigen"
"SGD:S000003945","YLL022C","S. cerevisiae","HIF1","Hat1 Interacting Factor"
"SGD:S000003949","YLL026W","S. cerevisiae","HSP104","Heat Shock Protein"
"SGD:S000003957","YLL034C","S. cerevisiae","RIX7","RIbosome eXport"
"SGD:S000003959","YLL036C","S. cerevisiae","PRP19","Pre-RNA Processing"
"SGD:S000003963","YLL040C","S. cerevisiae","VPS13","Vacuolar Protein Sorting"
"SGD:S000003964","YLL041C","S. cerevisiae","SDH2","Succinate DeHydrogenase"
"SGD:S000003968","YLL045C","S. cerevisiae","RPL8B","Ribosomal Protein of the Large subunit"
"SGD:S000003992","YLR002C","S. cerevisiae","NOC3","NucleOlar Complex associated"
"SGD:S000003995","YLR005W","S. cerevisiae","SSL1","Suppressor of Stem-Loop mutation"
"SGD:S000004005","YLR015W","S. cerevisiae","BRE2","BREfeldin A sensitivity"
"SGD:S000004015","YLR025W","S. cerevisiae","SNF7","Sucrose NonFermenting"
"SGD:S000004018","YLR028C","S. cerevisiae","ADE16","ADEnine"
"SGD:S000004019","YLR029C","S. cerevisiae","RPL15A","Ribosomal Protein of the Large subunit"
"SGD:S000004023","YLR033W","S. cerevisiae","RSC58","Remodel the Structure of Chromatin"
"SGD:S000004025","YLR035C","S. cerevisiae","MLH2","MutL Homolog"
"SGD:S000004029","YLR039C","S. cerevisiae","RIC1","RIbosome Control"
"SGD:S000004034","YLR044C","S. cerevisiae","PDC1","Pyruvate DeCarboxylase"
"SGD:S000004038","YLR048W","S. cerevisiae","RPS0B","Ribosomal Protein of the Small subunit"
"SGD:S000004042","YLR052W","S. cerevisiae","IES3","Ino Eighty Subunit"
"SGD:S000004045","YLR055C","S. cerevisiae","SPT8","SuPpressor of Ty"
"SGD:S000004050","YLR060W","S. cerevisiae","FRS1","phenylalanyl (F)-tRNA Synthetase"
"SGD:S000004061","YLR071C","S. cerevisiae","RGR1","Resistant to Glucose Repression"
"SGD:S000004064","YLR074C","S. cerevisiae","BUD20","BUD site selection"
"SGD:S000004065","YLR075W","S. cerevisiae","RPL10","Ribosomal Protein of the Large subunit"
"SGD:S000004069","YLR079W","S. cerevisiae","SIC1","Substrate/Subunit Inhibitor of Cyclin-dependent protein kinase"
"SGD:S000004075","YLR085C","S. cerevisiae","ARP6","Actin-Related Protein"
"SGD:S000004092","YLR102C","S. cerevisiae","APC9","Anaphase Promoting Complex"
"SGD:S000004096","YLR106C","S. cerevisiae","REA1","Ribosome Export/Assembly"
"SGD:S000004105","YLR115W","S. cerevisiae","CFT2","Cleavage Factor Two"
"SGD:S000004106","YLR116W","S. cerevisiae","MSL5","Mud Synthetic-Lethal"
"SGD:S000004107","YLR117C","S. cerevisiae","CLF1","Crooked neck-Like Factor"
"SGD:S000004109","YLR119W","S. cerevisiae","SRN2","Suppressor of Rna mutations, Number 2"
"SGD:S000004117","YLR127C","S. cerevisiae","APC2","Anaphase Promoting Complex"
"SGD:S000004119","YLR129W","S. cerevisiae","DIP2","DOM34 Interacting Protein"
"SGD:S000004122","YLR132C","S. cerevisiae","USB1","U Six Biogenesis"
"SGD:S000004129","YLR139C","S. cerevisiae","SLS1","Synthetic Lethal with SSM4"
"SGD:S000004136","YLR146C","S. cerevisiae","SPE4","SPErmidine auxotroph"
"SGD:S000004137","YLR147C","S. cerevisiae","SMD3",""
"SGD:S000004138","YLR148W","S. cerevisiae","PEP3","carboxyPEPtidase Y-deficient"
"SGD:S000004140","YLR150W","S. cerevisiae","STM1","Suppressor of ToM1"
"SGD:S000004153","YLR163C","S. cerevisiae","MAS1","Mitochondrial ASsembly"
"SGD:S000004156","YLR166C","S. cerevisiae","SEC10","SECretory"
"SGD:S000004160","YLR170C","S. cerevisiae","APS1","clathrin Associated Protein complex Small subunit"
"SGD:S000004165","YLR175W","S. cerevisiae","CBF5","Centromere Binding Factor"
"SGD:S000004168","YLR178C","S. cerevisiae","TFS1","cdc Twenty-Five Suppressor"
"SGD:S000004170","YLR180W","S. cerevisiae","SAM1","S-AdenosylMethionine requiring"
"SGD:S000004172","YLR182W","S. cerevisiae","SWI6","SWItching deficient"
"SGD:S000004176","YLR186W","S. cerevisiae","EMG1","Essential for Mitotic Growth"
"SGD:S000004182","YLR192C","S. cerevisiae","HCR1","High-Copy suppressor of Rpg1"
"SGD:S000004186","YLR196W","S. cerevisiae","PWP1","Periodic tryptophan (W) Protein"
"SGD:S000004187","YLR197W","S. cerevisiae","NOP56","NucleOlar Protein of 56.8 kDa"
"SGD:S000004189","YLR199C","S. cerevisiae","PBA1","Proteasome Biogenesis-Associated"
"SGD:S000004190","YLR200W","S. cerevisiae","YKE2","Yeast ortholog of mouse KE2"
"SGD:S000004193","YLR203C","S. cerevisiae","MSS51","Mitochondrial Splicing Suppressor"
"SGD:S000004198","YLR208W","S. cerevisiae","SEC13","SECretory"
"SGD:S000004200","YLR210W","S. cerevisiae","CLB4","CycLin B"
"SGD:S000004202","YLR212C","S. cerevisiae","TUB4","TUBulin"
"SGD:S000004205","YLR215C","S. cerevisiae","CDC123","Cell Division Cycle"
"SGD:S000004211","YLR221C","S. cerevisiae","RSA3","RiboSome Assembly"
"SGD:S000004212","YLR222C","S. cerevisiae","UTP13","U Three Protein"
"SGD:S000004213","YLR223C","S. cerevisiae","IFH1","Interacts with Fork Head"
"SGD:S000004216","YLR226W","S. cerevisiae","BUR2","Bypass UAS Requirement"
"SGD:S000004230","YLR240W","S. cerevisiae","VPS34","Vacuolar Protein Sorting"
"SGD:S000004239","YLR249W","S. cerevisiae","YEF3","Yeast Elongation Factor"
"SGD:S000004248","YLR258W","S. cerevisiae","GSY2","Glycogen SYnthase"
"SGD:S000004249","YLR259C","S. cerevisiae","HSP60","Heat Shock Protein"
"SGD:S000004252","YLR262C","S. cerevisiae","YPT6","Yeast Protein Two"
"SGD:S000004254","YLR264W","S. cerevisiae","RPS28B","Ribosomal Protein of the Small subunit"
"SGD:S000004258","YLR268W","S. cerevisiae","SEC22","SECretory"
"SGD:S000004260","YLR270W","S. cerevisiae","DCS1","DeCapping Scavenger"
"SGD:S000004262","YLR272C","S. cerevisiae","YCS4","Yeast Condensin Subunit"
"SGD:S000004265","YLR275W","S. cerevisiae","SMD2",""
"SGD:S000004266","YLR276C","S. cerevisiae","DBP9","Dead Box Protein"
"SGD:S000004267","YLR277C","S. cerevisiae","YSH1","Yeast Seventy-three Homolog"
"SGD:S000004277","YLR287C","S. cerevisiae","",""
"SGD:S000004278","YLR287C-A","S. cerevisiae","RPS30A","Ribosomal Protein of the Small subunit"
"SGD:S000004282","YLR291C","S. cerevisiae","GCD7","General Control Derepressed"
"SGD:S000004283","YLR292C","S. cerevisiae","SEC72","SECretory"
"SGD:S000004284","YLR293C","S. cerevisiae","GSP1","Genetic Suppressor of Prp20-1"
"SGD:S000004289","YLR298C","S. cerevisiae","YHC1","Yeast Homolog of human U1C"
"SGD:S000004301","YLR310C","S. cerevisiae","CDC25","Cell Division Cycle"
"SGD:S000004304","YLR312W-A","S. cerevisiae","MRPL15","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000004306","YLR314C","S. cerevisiae","CDC3","Cell Division Cycle"
"SGD:S000004307","YLR315W","S. cerevisiae","NKP2","Non-essential Kinetochore Protein"
"SGD:S000004313","YLR321C","S. cerevisiae","SFH1","Snf Five Homolog"
"SGD:S000004317","YLR325C","S. cerevisiae","RPL38","Ribosomal Protein of the Large subunit"
"SGD:S000004320","YLR328W","S. cerevisiae","NMA1","Nicotinamide Mononucleotide Adenylyltransferase"
"SGD:S000004322","YLR330W","S. cerevisiae","CHS5","CHitin Synthase-related"
"SGD:S000004327","YLR335W","S. cerevisiae","NUP2","NUclear Pore"
"SGD:S000004329","YLR337C","S. cerevisiae","VRP1","VeRProlin"
"SGD:S000004332","YLR340W","S. cerevisiae","RPP0","Ribosomal Protein P0"
"SGD:S000004334","YLR342W","S. cerevisiae","FKS1","FK506 Sensitivity"
"SGD:S000004336","YLR344W","S. cerevisiae","RPL26A","Ribosomal Protein of the Large subunit"
"SGD:S000004337","YLR345W","S. cerevisiae","",""
"SGD:S000004339","YLR347C","S. cerevisiae","KAP95","KAryoPherin"
"SGD:S000004349","YLR357W","S. cerevisiae","RSC2","Remodel the Structure of Chromatin"
"SGD:S000004352","YLR360W","S. cerevisiae","VPS38","Vacuolar Protein Sorting"
"SGD:S000004354","YLR362W","S. cerevisiae","STE11","STErile"
"SGD:S000004359","YLR367W","S. cerevisiae","RPS22B","Ribosomal Protein of the Small subunit"
"SGD:S000004362","YLR370C","S. cerevisiae","ARC18","ARp2/3 Complex subunit"
"SGD:S000004363","YLR371W","S. cerevisiae","ROM2","RhO1 Multicopy suppressor"
"SGD:S000004365","YLR373C","S. cerevisiae","VID22","Vacuolar Import and Degradation"
"SGD:S000004373","YLR381W","S. cerevisiae","CTF3","Chromosome Transmission Fidelity"
"SGD:S000004376","YLR384C","S. cerevisiae","IKI3","Insensitive to KIller toxin"
"SGD:S000004377","YLR385C","S. cerevisiae","SWC7","SWr Complex"
"SGD:S000004378","YLR386W","S. cerevisiae","VAC14","VACuole morphology and inheritance mutant"
"SGD:S000004388","YLR396C","S. cerevisiae","VPS33","Vacuolar Protein Sorting"
"SGD:S000004390","YLR398C","S. cerevisiae","SKI2","SuperKIller"
"SGD:S000004391","YLR399C","S. cerevisiae","BDF1","BromoDomain Factor"
"SGD:S000004398","YLR406C","S. cerevisiae","RPL31B","Ribosomal Protein of the Large subunit"
"SGD:S000004399","YLR407W","S. cerevisiae","GAG1",""
"SGD:S000004401","YLR409C","S. cerevisiae","UTP21","U Three Protein"
"SGD:S000004402","YLR410W","S. cerevisiae","VIP1",""
"SGD:S000004409","YLR417W","S. cerevisiae","VPS36","Vacuolar Protein Sorting"
"SGD:S000004410","YLR418C","S. cerevisiae","CDC73","Cell Division Cycle"
"SGD:S000004413","YLR421C","S. cerevisiae","RPN13","Regulatory Particle Non-ATPase"
"SGD:S000004415","YLR423C","S. cerevisiae","ATG17","AuTophaGy related"
"SGD:S000004416","YLR424W","S. cerevisiae","SPP382","Suppressor of PrP38 #2"
"SGD:S000004417","YLR425W","S. cerevisiae","TUS1","TOR Unique function Suppressor"
"SGD:S000004421","YLR429W","S. cerevisiae","CRN1","CoRoNin"
"SGD:S000004422","YLR430W","S. cerevisiae","SEN1","Splicing ENdonuclease"
"SGD:S000004424","YLR432W","S. cerevisiae","IMD3","IMP Dehydrogenase"
"SGD:S000004425","YLR433C","S. cerevisiae","CNA1","CalciNeurin A"
"SGD:S000004427","YLR435W","S. cerevisiae","TSR2","Twenty S rRNA accumulation"
"SGD:S000004428","YLR436C","S. cerevisiae","ECM30","ExtraCellular Mutant"
"SGD:S000004431","YLR439W","S. cerevisiae","MRPL4","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000004432","YLR440C","S. cerevisiae","SEC39","SECretory"
"SGD:S000004433","YLR441C","S. cerevisiae","RPS1A","Ribosomal Protein of the Small subunit"
"SGD:S000004439","YLR447C","S. cerevisiae","VMA6","Vacuolar Membrane Atpase"
"SGD:S000004440","YLR448W","S. cerevisiae","RPL6B","Ribosomal Protein of the Large subunit"
"SGD:S000004441","YLR449W","S. cerevisiae","FPR4","FKBP Proline Rotamase (isomerase)"
"SGD:S000004466","YML007W","S. cerevisiae","YAP1","Yeast AP-1"
"SGD:S000004468","YML009C","S. cerevisiae","MRPL39","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000004470","YML010W","S. cerevisiae","SPT5","SuPpressor of Ty's"
"SGD:S000004473","YML012W","S. cerevisiae","ERV25","ER Vesicle"
"SGD:S000004476","YML014W","S. cerevisiae","TRM9","TRna Methyltransferase"
"SGD:S000004477","YML015C","S. cerevisiae","TAF11","TATA binding protein-Associated Factor"
"SGD:S000004478","YML016C","S. cerevisiae","PPZ1","Protein Phosphatase Z"
"SGD:S000004486","YML024W","S. cerevisiae","RPS17A","Ribosomal Protein of the Small subunit"
"SGD:S000004487","YML025C","S. cerevisiae","YML6",""
"SGD:S000004488","YML026C","S. cerevisiae","RPS18B","Ribosomal Protein of the Small subunit"
"SGD:S000004490","YML028W","S. cerevisiae","TSA1","Thiol-Specific Antioxidant"
"SGD:S000004494","YML032C","S. cerevisiae","RAD52","RADiation sensitive"
"SGD:S000004498","YML035C","S. cerevisiae","AMD1","AMP Deaminase"
"SGD:S000004500","YML036W","S. cerevisiae","CGI121","homolog of human CGI-121"
"SGD:S000004505","YML041C","S. cerevisiae","VPS71","Vacuolar Protein Sorting"
"SGD:S000004509","YML046W","S. cerevisiae","PRP39","Pre-mRNA Processing"
"SGD:S000004513","YML049C","S. cerevisiae","RSE1","RNA Splicing and ER-to-Golgi transport"
"SGD:S000004520","YML056C","S. cerevisiae","IMD4","IMP Dehydrogenase"
"SGD:S000004521","YML057W","S. cerevisiae","CMP2","CalModulin binding Protein"
"SGD:S000004527","YML062C","S. cerevisiae","MFT1","Mitochondrial Fusion Targeting"
"SGD:S000004528","YML063W","S. cerevisiae","RPS1B","Ribosomal Protein of the Small subunit"
"SGD:S000004530","YML065W","S. cerevisiae","ORC1","Origin Recognition Complex"
"SGD:S000004532","YML067C","S. cerevisiae","ERV41","ER Vesicle"
"SGD:S000004534","YML069W","S. cerevisiae","POB3","POl1 Binding"
"SGD:S000004536","YML071C","S. cerevisiae","COG8","Conserved Oligomeric Golgi complex"
"SGD:S000004537","YML072C","S. cerevisiae","TCB3","Three Calcium and lipid Binding domains (TriCalBin)"
"SGD:S000004538","YML073C","S. cerevisiae","RPL6A","Ribosomal Protein of the Large subunit"
"SGD:S000004539","YML074C","S. cerevisiae","FPR3","Fk 506-sensitive Proline Rotamase"
"SGD:S000004542","YML077W","S. cerevisiae","BET5","Blocked Early in Transport"
"SGD:S000004557","YML092C","S. cerevisiae","PRE8","PRoteinase yscE"
"SGD:S000004559","YML094W","S. cerevisiae","GIM5","Gene Involved in Microtubule biogenesis"
"SGD:S000004560","YML095C","S. cerevisiae","RAD10","RADiation sensitive"
"SGD:S000004564","YML098W","S. cerevisiae","TAF13","TATA binding protein-Associated Factor"
"SGD:S000004566","YML100W","S. cerevisiae","TSL1","Trehalose Synthase Long chain"
"SGD:S000004570","YML102W","S. cerevisiae","CAC2","Chromatin Assembly Complex"
"SGD:S000004573","YML105C","S. cerevisiae","SEC65","SECretory"
"SGD:S000004577","YML109W","S. cerevisiae","ZDS2","Zillion Different Screens"
"SGD:S000004580","YML112W","S. cerevisiae","CTK3","Carboxy-Terminal domain Kinase"
"SGD:S000004582","YML114C","S. cerevisiae","TAF8","TATA binding protein-Associated Factor"
"SGD:S000004585","YML117W","S. cerevisiae","NAB6","Nucleic Acid Binding protein"
"SGD:S000004593","YML124C","S. cerevisiae","TUB3","TUBulin"
"SGD:S000004596","YML127W","S. cerevisiae","RSC9","Remodel the Structure of Chromatin"
"SGD:S000004607","YMR005W","S. cerevisiae","TAF4","TATA binding protein-Associated Factor"
"SGD:S000004614","YMR012W","S. cerevisiae","CLU1","CLUstered mitochondria"
"SGD:S000004626","YMR024W","S. cerevisiae","MRPL3","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000004627","YMR025W","S. cerevisiae","CSI1","Cop9 Signalosome Interactor"
"SGD:S000004633","YMR031C","S. cerevisiae","EIS1","EISosome"
"SGD:S000004636","YMR033W","S. cerevisiae","ARP9","Actin-Related Protein"
"SGD:S000004641","YMR038C","S. cerevisiae","CCS1","Copper Chaperone for SOD1"
"SGD:S000004650","YMR047C","S. cerevisiae","NUP116","NUclear Pore"
"SGD:S000004651","YMR048W","S. cerevisiae","CSM3","Chromosome Segregation in Meiosis"
"SGD:S000004652","YMR049C","S. cerevisiae","ERB1","Eukaryotic Ribosome Biogenesis"
"SGD:S000004665","YMR061W","S. cerevisiae","RNA14","poly(A) mRNA metabolism"
"SGD:S000004676","YMR072W","S. cerevisiae","ABF2","ARS-Binding Factor"
"SGD:S000004680","YMR075W","S. cerevisiae","RCO1",""
"SGD:S000004683","YMR078C","S. cerevisiae","CTF18","Chromosome Transmission Fidelity"
"SGD:S000004688","YMR083W","S. cerevisiae","ADH3","Alcohol DeHydrogenase"
"SGD:S000004695","YMR089C","S. cerevisiae","YTA12","Yeast Tat-binding Analog"
"SGD:S000004697","YMR091C","S. cerevisiae","NPL6","Nuclear Protein Localization"
"SGD:S000004699","YMR093W","S. cerevisiae","UTP15","U Three Protein"
"SGD:S000004705","YMR099C","S. cerevisiae","",""
"SGD:S000004712","YMR106C","S. cerevisiae","YKU80","Yeast KU protein"
"SGD:S000004715","YMR109W","S. cerevisiae","MYO5","MYOsin"
"SGD:S000004718","YMR112C","S. cerevisiae","MED11","MEDiator complex"
"SGD:S000004722","YMR116C","S. cerevisiae","ASC1","Absence of growth Suppressor of Cyp1"
"SGD:S000004723","YMR117C","S. cerevisiae","SPC24","Spindle Pole Component"
"SGD:S000004727","YMR120C","S. cerevisiae","ADE17","ADEnine"
"SGD:S000004732","YMR125W","S. cerevisiae","STO1","Suppressor of TOp1"
"SGD:S000004735","YMR128W","S. cerevisiae","ECM16","ExtraCellular Mutant"
"SGD:S000004742","YMR135C","S. cerevisiae","GID8","Glucose Induced Degradation deficient"
"SGD:S000004747","YMR139W","S. cerevisiae","RIM11","Regulator of IME2"
"SGD:S000004750","YMR142C","S. cerevisiae","RPL13B","Ribosomal Protein of the Large subunit"
"SGD:S000004751","YMR143W","S. cerevisiae","RPS16A","Ribosomal Protein of the Small subunit"
"SGD:S000004754","YMR146C","S. cerevisiae","TIF34","Translation Initiation Factor"
"SGD:S000004757","YMR149W","S. cerevisiae","SWP1","Suppressor of a WbP1 mutation"
"SGD:S000004762","YMR153W","S. cerevisiae","NUP53","NUclear Pore"
"SGD:S000004767","YMR158W","S. cerevisiae","MRPS8","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000004777","YMR167W","S. cerevisiae","MLH1","MutL Homolog"
"SGD:S000004783","YMR172W","S. cerevisiae","HOT1","High-Osmolarity-induced Transcription"
"SGD:S000004789","YMR177W","S. cerevisiae","MMT1","Mitochondrial Metal Transporter"
"SGD:S000004798","YMR186W","S. cerevisiae","HSC82",""
"SGD:S000004800","YMR188C","S. cerevisiae","MRPS17","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000004803","YMR191W","S. cerevisiae","SPG5","Stationary Phase Gene"
"SGD:S000004804","YMR192W","S. cerevisiae","GYL1","GYp Like"
"SGD:S000004806","YMR193W","S. cerevisiae","MRPL24","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000004807","YMR194W","S. cerevisiae","RPL36A","Ribosomal Protein of the Large subunit"
"SGD:S000004810","YMR197C","S. cerevisiae","VTI1","Vps10 (Ten) Interacting"
"SGD:S000004812","YMR199W","S. cerevisiae","CLN1","CycLiN"
"SGD:S000004816","YMR203W","S. cerevisiae","TOM40","Translocase of the Outer Mitochondrial membrane"
"SGD:S000004818","YMR205C","S. cerevisiae","PFK2","PhosphoFructoKinase"
"SGD:S000004826","YMR213W","S. cerevisiae","CEF1","CErevisiae homolog of cdc Five"
"SGD:S000004827","YMR214W","S. cerevisiae","SCJ1","S. Cerevisiae DnaJ"
"SGD:S000004831","YMR218C","S. cerevisiae","TRS130","TRapp Subunit"
"SGD:S000004836","YMR223W","S. cerevisiae","UBP8","UBiquitin-specific processing Protease"
"SGD:S000004837","YMR224C","S. cerevisiae","MRE11","Meiotic REcombination"
"SGD:S000004840","YMR227C","S. cerevisiae","TAF7","TATA binding protein-Associated Factor"
"SGD:S000004842","YMR229C","S. cerevisiae","RRP5","Ribosomal RNA Processing"
"SGD:S000004843","YMR230W","S. cerevisiae","RPS10B","Ribosomal Protein of the Small subunit"
"SGD:S000004844","YMR231W","S. cerevisiae","PEP5","carboxyPEPtidase Y-deficient"
"SGD:S000004849","YMR236W","S. cerevisiae","TAF9","TATA binding protein-Associated Factor"
"SGD:S000004850","YMR237W","S. cerevisiae","BCH1","Bud7 and Chs6 Homolog"
"SGD:S000004853","YMR240C","S. cerevisiae","CUS1","Cold sensitive U2 snRNA Suppressor"
"SGD:S000004855","YMR242C","S. cerevisiae","RPL20A","Ribosomal Protein of the Large subunit"
"SGD:S000004871","YMR258C","S. cerevisiae","ROY1","Repressor Of Ypt52"
"SGD:S000004872","YMR259C","S. cerevisiae","TRM732","Transfer RNA Methyltransferase"
"SGD:S000004874","YMR261C","S. cerevisiae","TPS3","Trehalose Phosphate Synthase"
"SGD:S000004876","YMR263W","S. cerevisiae","SAP30","Sin3-Associated Polypeptide"
"SGD:S000004881","YMR268C","S. cerevisiae","PRP24","Pre-mRNA Processing"
"SGD:S000004886","YMR273C","S. cerevisiae","ZDS1","Zillion Different Screens"
"SGD:S000004897","YMR284W","S. cerevisiae","YKU70","Yeast KU protein"
"SGD:S000004901","YMR288W","S. cerevisiae","HSH155","Human Sap Homolog"
"SGD:S000004903","YMR290C","S. cerevisiae","HAS1","Helicase Associated with Set1"
"SGD:S000004911","YMR296C","S. cerevisiae","LCB1","Long-Chain Base"
"SGD:S000004912","YMR297W","S. cerevisiae","PRC1","PRoteinase C"
"SGD:S000004918","YMR303C","S. cerevisiae","ADH2","Alcohol DeHydrogenase"
"SGD:S000004920","YMR304W","S. cerevisiae","UBP15","UBiquitin-specific Protease"
"SGD:S000004925","YMR308C","S. cerevisiae","PSE1","Protein Secretion Enhancer"
"SGD:S000004926","YMR309C","S. cerevisiae","NIP1","Nuclear ImPort"
"SGD:S000004927","YMR310C","S. cerevisiae","UPA2","Urb2-particle associated methyltransferase"
"SGD:S000004928","YMR311C","S. cerevisiae","GLC8","GLyCogen"
"SGD:S000004929","YMR312W","S. cerevisiae","ELP6","ELongator Protein"
"SGD:S000004931","YMR314W","S. cerevisiae","PRE5","PRoteinase yscE"
"SGD:S000004947","YNL002C","S. cerevisiae","RLP7","Ribosomal-Like Protein"
"SGD:S000004949","YNL004W","S. cerevisiae","HRB1","Hypothetical RNA-Binding protein"
"SGD:S000004950","YNL005C","S. cerevisiae","MRP7","Mitochondrial Ribosomal Protein"
"SGD:S000004966","YNL021W","S. cerevisiae","HDA1","Histone DeAcetylase"
"SGD:S000004968","YNL023C","S. cerevisiae","FAP1","FKBP12-Associated Protein"
"SGD:S000004970","YNL025C","S. cerevisiae","SSN8","Suppressor of SNf1"
"SGD:S000004975","YNL030W","S. cerevisiae","HHF2","Histone H Four"
"SGD:S000004976","YNL031C","S. cerevisiae","HHT2","Histone H Three"
"SGD:S000004977","YNL032W","S. cerevisiae","SIW14","Synthetic Interaction with Whi2"
"SGD:S000004982","YNL037C","S. cerevisiae","IDH1","Isocitrate DeHydrogenase"
"SGD:S000004986","YNL041C","S. cerevisiae","COG6","Conserved Oligomeric Golgi complex"
"SGD:S000004994","YNL049C","S. cerevisiae","SFB2","Sed Five Binding"
"SGD:S000004996","YNL051W","S. cerevisiae","COG5","Conserved Oligomeric Golgi complex"
"SGD:S000005000","YNL055C","S. cerevisiae","POR1","PORin"
"SGD:S000005001","YNL056W","S. cerevisiae","OCA2","Oxidant-induced Cell cycle Arrest"
"SGD:S000005004","YNL059C","S. cerevisiae","ARP5","Actin-Related Protein"
"SGD:S000005005","YNL061W","S. cerevisiae","NOP2","NucleOlar Protein"
"SGD:S000005006","YNL062C","S. cerevisiae","GCD10","General Control Derepressed"
"SGD:S000005008","YNL064C","S. cerevisiae","YDJ1","Yeast dnaJ"
"SGD:S000005011","YNL067W","S. cerevisiae","RPL9B","Ribosomal Protein of the Large subunit"
"SGD:S000005013","YNL069C","S. cerevisiae","RPL16B","Ribosomal Protein of the Large subunit"
"SGD:S000005015","YNL071W","S. cerevisiae","LAT1",""
"SGD:S000005016","YNL072W","S. cerevisiae","RNH201","RNase H"
"SGD:S000005019","YNL075W","S. cerevisiae","IMP4","Interacting with Mpp10p"
"SGD:S000005022","YNL078W","S. cerevisiae","NIS1","Neck protein Interacting with Septins"
"SGD:S000005025","YNL081C","S. cerevisiae","SWS2","Sick Without Securin"
"SGD:S000005026","YNL082W","S. cerevisiae","PMS1","PostMeiotic Segregation"
"SGD:S000005028","YNL084C","S. cerevisiae","END3","ENDocytosis defective"
"SGD:S000005029","YNL085W","S. cerevisiae","MKT1","Maintenance of K2 Killer Toxin"
"SGD:S000005040","YNL096C","S. cerevisiae","RPS7B","Ribosomal Protein of the Small subunit"
"SGD:S000005041","YNL097C","S. cerevisiae","PHO23","PHOsphate metabolism"
"SGD:S000005043","YNL099C","S. cerevisiae","OCA1","Oxidant-induced Cell-cycle Arrest"
"SGD:S000005046","YNL102W","S. cerevisiae","POL1","POLymerase"
"SGD:S000005048","YNL104C","S. cerevisiae","LEU4","LEUcine biosynthesis"
"SGD:S000005050","YNL106C","S. cerevisiae","INP52","INositol polyphosphate 5-Phosphatase"
"SGD:S000005051","YNL107W","S. cerevisiae","YAF9","Yeast homolog of the human leukemogenic protein AF9"
"SGD:S000005054","YNL110C","S. cerevisiae","NOP15","NucleOlar Protein"
"SGD:S000005056","YNL112W","S. cerevisiae","DBP2","Dead Box Protein"
"SGD:S000005057","YNL113W","S. cerevisiae","RPC19","RNA Polymerase C"
"SGD:S000005062","YNL118C","S. cerevisiae","DCP2","mRNA DeCaPping"
"SGD:S000005070","YNL126W","S. cerevisiae","SPC98","Spindle Pole Component"
"SGD:S000005076","YNL132W","S. cerevisiae","KRE33","Killer toxin REsistant"
"SGD:S000005079","YNL135C","S. cerevisiae","FPR1","Fk 506-sensitive Proline Rotamase"
"SGD:S000005080","YNL136W","S. cerevisiae","EAF7","Esa1-Associated Factor"
"SGD:S000005081","YNL137C","S. cerevisiae","NAM9","Nuclear Accommodation of Mitochondria"
"SGD:S000005082","YNL138W","S. cerevisiae","SRV2","Suppressor of RasVal19"
"SGD:S000005083","YNL139C","S. cerevisiae","THO2","suppressor of the Transcriptional defect of Hpr1 by Overexpression"
"SGD:S000005085","YNL141W","S. cerevisiae","AAH1","Adenine AminoHydrolase"
"SGD:S000005091","YNL147W","S. cerevisiae","LSM7","Like SM"
"SGD:S000005093","YNL149C","S. cerevisiae","PGA2","Processing of Gas1p and ALP"
"SGD:S000005095","YNL151C","S. cerevisiae","RPC31","RNA Polymerase C"
"SGD:S000005097","YNL153C","S. cerevisiae","GIM3","Gene Involved in Microtubule biogenesis"
"SGD:S000005116","YNL172W","S. cerevisiae","APC1","Anaphase Promoting Complex subunit"
"SGD:S000005121","YNL177C","S. cerevisiae","MRPL22","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005122","YNL178W","S. cerevisiae","RPS3","Ribosomal Protein of the Small subunit"
"SGD:S000005126","YNL182C","S. cerevisiae","IPI3","Involved in Processing ITS2"
