"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000005418","YOL057W","S. cerevisiae","",""
"SGD:S000005419","YOL058W","S. cerevisiae","ARG1","ARGinine requiring"
"SGD:S000005420","YOL059W","S. cerevisiae","GPD2","Glycerol-3-Phosphate Dehydrogenase"
"SGD:S000005422","YOL061W","S. cerevisiae","PRS5","PhosphoRibosylpyrophosphate Synthetase"
"SGD:S000005423","YOL062C","S. cerevisiae","APM4","clathrin Adaptor Protein complex Medium chain"
"SGD:S000005424","YOL063C","S. cerevisiae","CRT10","Constitutive RNR Transcription regulators"
"SGD:S000005425","YOL064C","S. cerevisiae","MET22","METhionine requiring"
"SGD:S000005426","YOL065C","S. cerevisiae","INP54","INositol polyphosphate 5-Phosphatase"
"SGD:S000005428","YOL067C","S. cerevisiae","RTG1","ReTroGrade regulation"
"SGD:S000005429","YOL068C","S. cerevisiae","HST1","Homolog of SIR Two (SIR2)"
"SGD:S000005430","YOL069W","S. cerevisiae","NUF2","NUclear Filament-containing protein"
"SGD:S000005431","YOL070C","S. cerevisiae","NBA1","Nap1p and Bud neck Associated"
"SGD:S000005433","YOL072W","S. cerevisiae","THP1","Tho2/Hpr1 Phenotype"
"SGD:S000005436","YOL076W","S. cerevisiae","MDM20","Mitochondrial Distribution and Morphology"
"SGD:S000005437","YOL077C","S. cerevisiae","BRX1","Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog"
"SGD:S000005438","YOL078W","S. cerevisiae","AVO1","Adheres VOraciously (to TOR2)"
"SGD:S000005441","YOL081W","S. cerevisiae","IRA2","Inhibitory Regulator of the RAS-cAMP pathway"
"SGD:S000005443","YOL083W","S. cerevisiae","ATG34","AuTophaGy related"
"SGD:S000005444","YOL084W","S. cerevisiae","PHM7","PHosphate Metabolism"
"SGD:S000005447","YOL087C","S. cerevisiae","DUF1","DUB-associated Factor"
"SGD:S000005448","YOL088C","S. cerevisiae","MPD2","Multicopy suppressor of PDI1 deletion"
"SGD:S000005450","YOL090W","S. cerevisiae","MSH2","MutS Homolog"
"SGD:S000005452","YOL092W","S. cerevisiae","YPQ1","Yeast PQ-loop protein"
"SGD:S000005453","YOL093W","S. cerevisiae","TRM10","Transfer RNA Methyltransferase"
"SGD:S000005454","YOL094C","S. cerevisiae","RFC4","Replication Factor C"
"SGD:S000005455","YOL095C","S. cerevisiae","HMI1","Helicase in MItochondria"
"SGD:S000005457","YOL097C","S. cerevisiae","WRS1","W (tryptophan) RS (tRNA synthetase)"
"SGD:S000005458","YOL098C","S. cerevisiae","SDD3","Suppressor of Degenerative Death"
"SGD:S000005460","YOL100W","S. cerevisiae","PKH2","Pkb-activating Kinase Homolog"
"SGD:S000005461","YOL101C","S. cerevisiae","IZH4","Implicated in Zinc Homeostasis"
"SGD:S000005463","YOL103W","S. cerevisiae","ITR2","myo-Inositol TRansporter"
"SGD:S000005468","YOL108C","S. cerevisiae","INO4","INOsitol requiring"
"SGD:S000005469","YOL109W","S. cerevisiae","ZEO1","ZEOcin resistance"
"SGD:S000005471","YOL111C","S. cerevisiae","MDY2","Mating-Deficient Yeast"
"SGD:S000005473","YOL113W","S. cerevisiae","SKM1","STE20/PAK homologous Kinase related to Morphogenesis"
"SGD:S000005474","YOL114C","S. cerevisiae","PTH4","Peptidyl tRNA Hydrolase"
"SGD:S000005475","YOL115W","S. cerevisiae","PAP2","Poly(A) Polymerase"
"SGD:S000005477","YOL117W","S. cerevisiae","RRI2",""
"SGD:S000005478","YOL118C","S. cerevisiae","",""
"SGD:S000005480","YOL120C","S. cerevisiae","RPL18A","Ribosomal Protein of the Large subunit"
"SGD:S000005482","YOL122C","S. cerevisiae","SMF1","Suppressor of Mitochondria import Function"
"SGD:S000005484","YOL124C","S. cerevisiae","TRM11","TRna Methyltransferase"
"SGD:S000005486","YOL126C","S. cerevisiae","MDH2","Malate DeHydrogenase"
"SGD:S000005493","YOL133W","S. cerevisiae","HRT1","High level expression Reduces Ty3 transposition"
"SGD:S000005495","YOL135C","S. cerevisiae","MED7","MEDiator complex"
"SGD:S000005496","YOL136C","S. cerevisiae","PFK27","6-PhosphoFructo-2-Kinase"
"SGD:S000005498","YOL138C","S. cerevisiae","RTC1","Restriction of Telomere Capping"
"SGD:S000005499","YOL139C","S. cerevisiae","CDC33","Cell Division Cycle"
"SGD:S000005502","YOL142W","S. cerevisiae","RRP40","Ribosomal RNA Processing"
"SGD:S000005503","YOL143C","S. cerevisiae","RIB4","RIBoflavin biosynthesis"
"SGD:S000005504","YOL144W","S. cerevisiae","NOP8","NucleOlar Protein"
"SGD:S000005505","YOL145C","S. cerevisiae","CTR9","Cln Three (CLN3) Requiring"
"SGD:S000005506","YOL146W","S. cerevisiae","PSF3","Partner of Sld Five"
"SGD:S000005508","YOL148C","S. cerevisiae","SPT20","SuPpressor of Ty"
"SGD:S000005509","YOL149W","S. cerevisiae","DCP1","mRNA DeCaPping"
"SGD:S000005512","YOL152W","S. cerevisiae","FRE7","Ferric REductase"
"SGD:S000005514","YOL154W","S. cerevisiae","ZPS1","Zinc- and pH-regulated Surface protein"
"SGD:S000005515","YOL155C","S. cerevisiae","HPF1","Haze Protective Factor"
"SGD:S000005518","YOL158C","S. cerevisiae","ENB1","ENteroBactin"
"SGD:S000005519","YOL159C","S. cerevisiae","CSS3","Condition Specific Secretion"
"SGD:S000005524","YOL164W","S. cerevisiae","BDS1","Bacterially Derived Sulfatase"
"SGD:S000005527","YOR001W","S. cerevisiae","RRP6","Ribosomal RNA Processing"
"SGD:S000005528","YOR002W","S. cerevisiae","ALG6","Asparagine-Linked Glycosylation"
"SGD:S000005529","YOR003W","S. cerevisiae","YSP3","Yeast Subtilisin-like Protease III"
"SGD:S000005530","YOR004W","S. cerevisiae","UTP23","U Three-associated Protein"
"SGD:S000005533","YOR007C","S. cerevisiae","SGT2","Small Glutamine-rich Tetratricopeptide repeat-containing protein"
"SGD:S000005535","YOR009W","S. cerevisiae","TIR4","TIp1-Related"
"SGD:S000005539","YOR013W","S. cerevisiae","IRC11","Increased Recombination Centers"
"SGD:S000005540","YOR014W","S. cerevisiae","RTS1","Rox Three Suppressor"
"SGD:S000005543","YOR017W","S. cerevisiae","PET127","PETite colonies"
"SGD:S000005544","YOR018W","S. cerevisiae","ROD1","Resistance to O-Dinitrobenzene"
"SGD:S000005545","YOR019W","S. cerevisiae","",""
"SGD:S000005547","YOR021C","S. cerevisiae","SFM1","Spout Family Methyltransferase"
"SGD:S000005548","YOR022C","S. cerevisiae","DDL1","DDHD Domain-containing Lipase"
"SGD:S000005549","YOR023C","S. cerevisiae","AHC1","Ada Histone acetyltransferase complex Component"
"SGD:S000005551","YOR025W","S. cerevisiae","HST3","Homolog of SIR Two (SIR2)"
"SGD:S000005552","YOR026W","S. cerevisiae","BUB3","Budding Uninhibited by Benzimidazole"
"SGD:S000005553","YOR027W","S. cerevisiae","STI1","STress Inducible"
"SGD:S000005554","YOR028C","S. cerevisiae","CIN5","Chromosome INstability"
"SGD:S000005556","YOR030W","S. cerevisiae","DFG16","Defective for Filamentous Growth"
"SGD:S000005559","YOR033C","S. cerevisiae","EXO1","EXOnuclease"
"SGD:S000005561","YOR035C","S. cerevisiae","SHE4","Swi5p-dependent HO Expression"
"SGD:S000005562","YOR036W","S. cerevisiae","PEP12","carboxyPEPtidase Y-deficient"
"SGD:S000005564","YOR038C","S. cerevisiae","HIR2","HIstone Regulation"
"SGD:S000005565","YOR039W","S. cerevisiae","CKB2","Casein Kinase Beta' subunit"
"SGD:S000005566","YOR040W","S. cerevisiae","GLO4","GLyOxalase"
"SGD:S000005568","YOR042W","S. cerevisiae","CUE5","Coupling of Ubiquitin conjugation to ER degradation"
"SGD:S000005569","YOR043W","S. cerevisiae","WHI2","WHIskey"
"SGD:S000005572","YOR046C","S. cerevisiae","DBP5","Dead Box Protein"
"SGD:S000005574","YOR048C","S. cerevisiae","RAT1","Ribonucleic Acid Trafficking"
"SGD:S000005575","YOR049C","S. cerevisiae","RSB1","Resistance to Sphingoid long-chain Base"
"SGD:S000005577","YOR051C","S. cerevisiae","ETT1","Enhancer of Translation Termination"
"SGD:S000005578","YOR052C","S. cerevisiae","TMC1","Trivalent Metalloid sensitive, Cuz1-related protein"
"SGD:S000005580","YOR054C","S. cerevisiae","VHS3","Viable in a Hal3 Sit4 background"
"SGD:S000005582","YOR056C","S. cerevisiae","NOB1","Nin1 (One) Binding protein"
"SGD:S000005583","YOR057W","S. cerevisiae","SGT1","Suppressor of G2 (Two) allele of skp1"
"SGD:S000005584","YOR058C","S. cerevisiae","ASE1","Anaphase Spindle Elongation"
"SGD:S000005586","YOR060C","S. cerevisiae","SLD7","Synthetic Lethality with Dpb11-24"
"SGD:S000005587","YOR061W","S. cerevisiae","CKA2","Casein Kinase Alpha' subunit"
"SGD:S000005590","YOR064C","S. cerevisiae","YNG1","Yeast iNG1 homolog"
"SGD:S000005592","YOR066W","S. cerevisiae","MSA1","Mbf and Sbf Associated"
"SGD:S000005595","YOR069W","S. cerevisiae","VPS5","Vacuolar Protein Sorting"
"SGD:S000005596","YOR070C","S. cerevisiae","GYP1","Gtpase-activating protein for YPt1p"
"SGD:S000005599","YOR073W","S. cerevisiae","SGO1","ShuGOshin (Japanese for ""guardian spirit"")"
"SGD:S000005600","YOR074C","S. cerevisiae","CDC21","Cell Division Cycle"
"SGD:S000005601","YOR075W","S. cerevisiae","UFE1","Unknown Function Essential"
"SGD:S000005602","YOR076C","S. cerevisiae","SKI7","SuperKIller"
"SGD:S000005604","YOR078W","S. cerevisiae","BUD21","BUD site selection"
"SGD:S000005606","YOR080W","S. cerevisiae","DIA2","Digs Into Agar"
"SGD:S000005607","YOR081C","S. cerevisiae","TGL5","TriacylGlycerol Lipase"
"SGD:S000005609","YOR083W","S. cerevisiae","WHI5","WHIskey"
"SGD:S000005612","YOR086C","S. cerevisiae","TCB1","Three Calcium and lipid Binding domains (TriCalBins)"
"SGD:S000005613","YOR087W","S. cerevisiae","YVC1","Yeast Vacuolar Conductance"
"SGD:S000005615","YOR089C","S. cerevisiae","VPS21","Vacuolar Protein Sorting"
"SGD:S000005616","YOR090C","S. cerevisiae","PTC5","Phosphatase Two C"
"SGD:S000005617","YOR091W","S. cerevisiae","TMA46","Translation Machinery Associated"
"SGD:S000005618","YOR092W","S. cerevisiae","ECM3","ExtraCellular Mutant"
"SGD:S000005619","YOR093C","S. cerevisiae","CMR2","Changed Mutation Rate"
"SGD:S000005623","YOR097C","S. cerevisiae","",""
"SGD:S000005624","YOR098C","S. cerevisiae","NUP1","NUclear Pore"
"SGD:S000005626","YOR100C","S. cerevisiae","CRC1","CaRnitine Carrier"
"SGD:S000005627","YOR101W","S. cerevisiae","RAS1","homologous to RAS proto-oncogene"
"SGD:S000005634","YOR108W","S. cerevisiae","LEU9","LEUcine biosynthesis"
"SGD:S000005636","YOR110W","S. cerevisiae","TFC7",""
"SGD:S000005637","YOR111W","S. cerevisiae","",""
"SGD:S000005638","YOR112W","S. cerevisiae","CEX1","Cytoplasmic EXport protein"
"SGD:S000005639","YOR113W","S. cerevisiae","AZF1","Asparagine-rich Zinc-Finger"
"SGD:S000005641","YOR115C","S. cerevisiae","TRS33","TRapp Subunit"
"SGD:S000005642","YOR116C","S. cerevisiae","RPO31","RNA POlymerase"
"SGD:S000005643","YOR117W","S. cerevisiae","RPT5","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
"SGD:S000005644","YOR118W","S. cerevisiae","RTC5","Restriction of Telomere Capping"
"SGD:S000005645","YOR119C","S. cerevisiae","RIO1","RIght Open reading frame"
"SGD:S000005649","YOR123C","S. cerevisiae","LEO1","LEft Open reading frame"
"SGD:S000005650","YOR124C","S. cerevisiae","UBP2","UBiquitin-specific Protease"
"SGD:S000005653","YOR127W","S. cerevisiae","RGA1","Rho GTPase Activating Protein"
"SGD:S000005654","YOR128C","S. cerevisiae","ADE2","ADEnine requiring"
"SGD:S000005658","YOR132W","S. cerevisiae","VPS17","Vacuolar Protein Sorting"
"SGD:S000005659","YOR133W","S. cerevisiae","EFT1","Elongation Factor Two"
"SGD:S000005662","YOR136W","S. cerevisiae","IDH2","Isocitrate DeHydrogenase"
"SGD:S000005663","YOR137C","S. cerevisiae","SIA1","Suppressor of eIF5A"
"SGD:S000005664","YOR138C","S. cerevisiae","RUP1","Rsp5-Ubp2 interacting Protein"
"SGD:S000005666","YOR140W","S. cerevisiae","SFL1","Suppressor gene for FLocculation"
"SGD:S000005667","YOR141C","S. cerevisiae","ARP8","Actin-Related Protein"
"SGD:S000005668","YOR142W","S. cerevisiae","LSC1","Ligase of Succinyl-CoA"
"SGD:S000005670","YOR144C","S. cerevisiae","ELG1","Enhanced Level of Genomic instability"
"SGD:S000005671","YOR145C","S. cerevisiae","PNO1","Partner of NOb1"
"SGD:S000005674","YOR148C","S. cerevisiae","SPP2","Suppressor of PrP"
"SGD:S000005677","YOR151C","S. cerevisiae","RPB2","RNA Polymerase B"
"SGD:S000005679","YOR153W","S. cerevisiae","PDR5","Pleiotropic Drug Resistance"
"SGD:S000005680","YOR154W","S. cerevisiae","SLP1","SUN-Like Protein"
"SGD:S000005682","YOR156C","S. cerevisiae","NFI1","Neck Filament Interacting"
"SGD:S000005683","YOR157C","S. cerevisiae","PUP1","PUtative Proteasome subunit"
"SGD:S000005684","YOR158W","S. cerevisiae","PET123","PETite colonies"
"SGD:S000005685","YOR159C","S. cerevisiae","SME1","Sm protein E"
"SGD:S000005687","YOR161C","S. cerevisiae","PNS1","pH Nine Sensitive"
"SGD:S000005688","YOR162C","S. cerevisiae","YRR1","Yeast Reveromycin-A Resistant"
"SGD:S000005690","YOR164C","S. cerevisiae","GET4","Guided Entry Tail-anchored proteins"
"SGD:S000005694","YOR168W","S. cerevisiae","GLN4","GLutamiNe metabolism"
"SGD:S000005695","YOR169C","S. cerevisiae","",""
"SGD:S000005697","YOR171C","S. cerevisiae","LCB4","Long-Chain Base"
"SGD:S000005698","YOR172W","S. cerevisiae","YRM1","Yeast Reveromycin resistance Modulator"
"SGD:S000005699","YOR173W","S. cerevisiae","DCS2","DeCapping Scavenger"
"SGD:S000005700","YOR174W","S. cerevisiae","MED4","MEDiator complex"
"SGD:S000005702","YOR176W","S. cerevisiae","HEM15","HEMe biosynthesis"
"SGD:S000005703","YOR177C","S. cerevisiae","MPC54","Meiotic Plaque Component"
"SGD:S000005705","YOR179C","S. cerevisiae","SYC1","Similar to Ysh1 C-terminal"
"SGD:S000005707","YOR181W","S. cerevisiae","LAS17",""
"SGD:S000005710","YOR184W","S. cerevisiae","SER1","SERine requiring"
"SGD:S000005711","YOR185C","S. cerevisiae","GSP2","Genetic Suppressor of Prp20-1"
"SGD:S000005713","YOR187W","S. cerevisiae","TUF1",""
"SGD:S000005714","YOR188W","S. cerevisiae","MSB1","Multicopy Suppression of a Budding defect"
"SGD:S000005715","YOR189W","S. cerevisiae","IES4","Ino Eighty Subunit"
"SGD:S000005717","YOR191W","S. cerevisiae","ULS1","Ubiquitin Ligase for SUMO conjugates"
"SGD:S000005718","YOR192C","S. cerevisiae","THI72","THI7 homolog 2"
"SGD:S000005719","YOR193W","S. cerevisiae","PEX27","PEroXisome related"
"SGD:S000005720","YOR194C","S. cerevisiae","TOA1",""
"SGD:S000005721","YOR195W","S. cerevisiae","SLK19","Synthetic Lethal Kar3p"
"SGD:S000005722","YOR196C","S. cerevisiae","LIP5","LIPoic acid"
"SGD:S000005723","YOR197W","S. cerevisiae","MCA1","MetaCAspase"
"SGD:S000005724","YOR198C","S. cerevisiae","BFR1","BreFeldin A Resistance"
"SGD:S000005727","YOR201C","S. cerevisiae","MRM1","Mitochondrial rRNA Methyltransferase"
"SGD:S000005732","YOR206W","S. cerevisiae","NOC2","NucleOlar Complex associated"
"SGD:S000005733","YOR207C","S. cerevisiae","RET1","Reduced Efficiency of Termination"
"SGD:S000005735","YOR209C","S. cerevisiae","NPT1","Nicotinate PhosphoribosylTransferase"
"SGD:S000005736","YOR210W","S. cerevisiae","RPB10","RNA Polymerase B"
"SGD:S000005737","YOR211C","S. cerevisiae","MGM1","Mitochondrial Genome Maintenance"
"SGD:S000005738","YOR212W","S. cerevisiae","STE4","STErile"
"SGD:S000005739","YOR213C","S. cerevisiae","SAS5","Something About Silencing"
"SGD:S000005742","YOR216C","S. cerevisiae","RUD3","Relieves Uso1-1 transport Defect"
"SGD:S000005743","YOR217W","S. cerevisiae","RFC1","Replication Factor C"
"SGD:S000005745","YOR219C","S. cerevisiae","STE13","STErile"
"SGD:S000005746","YOR220W","S. cerevisiae","RCN2","Regulator of CalciNeurin"
"SGD:S000005749","YOR223W","S. cerevisiae","DSC3","Defective for SREBP Cleavage"
"SGD:S000005750","YOR224C","S. cerevisiae","RPB8","RNA Polymerase B"
"SGD:S000005753","YOR227W","S. cerevisiae","HER1","Hmg2p ER Remodeling"
"SGD:S000005756","YOR230W","S. cerevisiae","WTM1","WD repeat containing Transcriptional Modulator"
"SGD:S000005757","YOR231W","S. cerevisiae","MKK1","Mitogen-activated protein Kinase-Kinase"
"SGD:S000005759","YOR233W","S. cerevisiae","KIN4","KINase"
"SGD:S000005762","YOR236W","S. cerevisiae","DFR1","DihydroFolate Reductase"
"SGD:S000005764","YOR238W","S. cerevisiae","",""
"SGD:S000005767","YOR241W","S. cerevisiae","MET7","METhionine requiring"
"SGD:S000005768","YOR242C","S. cerevisiae","SSP2","Sporulation SPecific"
"SGD:S000005769","YOR243C","S. cerevisiae","PUS7","PseudoUridine Synthase"
"SGD:S000005770","YOR244W","S. cerevisiae","ESA1",""
"SGD:S000005775","YOR249C","S. cerevisiae","APC5","Anaphase Promoting Complex"
"SGD:S000005776","YOR250C","S. cerevisiae","CLP1","CLeavage/Polyadenylation factor Ia subunit"
"SGD:S000005778","YOR252W","S. cerevisiae","TMA16","Translation Machinery Associated"
"SGD:S000005779","YOR253W","S. cerevisiae","NAT5","N-terminal AcetylTransferase"
"SGD:S000005780","YOR254C","S. cerevisiae","SEC63","SECretory"
"SGD:S000005783","YOR257W","S. cerevisiae","CDC31","Cell Division Cycle"
"SGD:S000005785","YOR259C","S. cerevisiae","RPT4","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
"SGD:S000005786","YOR260W","S. cerevisiae","GCD1","General Control Derepressed"
"SGD:S000005787","YOR261C","S. cerevisiae","RPN8","Regulatory Particle Non-ATPase"
"SGD:S000005788","YOR262W","S. cerevisiae","GPN2","Gly-Pro-Asn (N) motif"
"SGD:S000005791","YOR265W","S. cerevisiae","RBL2","Rescues Beta-tubulin Lethality"
"SGD:S000005793","YOR267C","S. cerevisiae","HRK1","Hygromycin Resistance Kinase"
"SGD:S000005795","YOR269W","S. cerevisiae","PAC1","Perish in the Absence of Cin8p"
"SGD:S000005796","YOR270C","S. cerevisiae","VPH1","Vacuolar pH"
"SGD:S000005798","YOR272W","S. cerevisiae","YTM1",""
"SGD:S000005801","YOR275C","S. cerevisiae","RIM20","Regulator of IME2"
"SGD:S000005802","YOR276W","S. cerevisiae","CAF20","Cap Associated Factor"
"SGD:S000005805","YOR279C","S. cerevisiae","RFM1","Repression Factor of Middle sporulation element"
"SGD:S000005807","YOR281C","S. cerevisiae","PLP2","Phosducin-Like Protein"
"SGD:S000005810","YOR284W","S. cerevisiae","HUA2",""
"SGD:S000005813","YOR287C","S. cerevisiae","RRP36","Ribosomal RNA Processing"
"SGD:S000005815","YOR289W","S. cerevisiae","",""
"SGD:S000005816","YOR290C","S. cerevisiae","SNF2","Sucrose NonFermenting"
"SGD:S000005817","YOR291W","S. cerevisiae","YPK9","Yeast ParK9"
"SGD:S000005819","YOR293W","S. cerevisiae","RPS10A","Ribosomal Protein of the Small subunit"
"SGD:S000005820","YOR294W","S. cerevisiae","RRS1","Regulator of Ribosome Synthesis"
"SGD:S000005822","YOR296W","S. cerevisiae","",""
"SGD:S000005825","YOR299W","S. cerevisiae","BUD7","BUD site selection"
"SGD:S000005829","YOR303W","S. cerevisiae","CPA1","Carbamyl Phosphate synthetase A"
"SGD:S000005830","YOR304C-A","S. cerevisiae","BIL1","Bud6-Interacting Ligand"
"SGD:S000005831","YOR304W","S. cerevisiae","ISW2","Imitation SWitch subfamily"
"SGD:S000005832","YOR305W","S. cerevisiae","RRG7","Required for Respiratory Growth"
"SGD:S000005835","YOR308C","S. cerevisiae","SNU66","Small NUclear ribonucleoprotein associated"
"SGD:S000005837","YOR310C","S. cerevisiae","NOP58","NucleOlar Protein of 58 kDa"
"SGD:S000005842","YOR315W","S. cerevisiae","SFG1","SuperFicial pseudohyphal Growth"
"SGD:S000005843","YOR316C","S. cerevisiae","COT1","CObalt Toxicity"
"SGD:S000005846","YOR319W","S. cerevisiae","HSH49","Human Sap Homolog"
"SGD:S000005847","YOR320C","S. cerevisiae","GNT1","GlcNAc Transferase"
"SGD:S000005848","YOR321W","S. cerevisiae","PMT3","Protein O-MannosylTransferase"
"SGD:S000005849","YOR322C","S. cerevisiae","LDB19","Low Dye Binding"
"SGD:S000005850","YOR323C","S. cerevisiae","PRO2","PROline requiring"
"SGD:S000005851","YOR324C","S. cerevisiae","FRT1","Functionally Related to TCP1"
"SGD:S000005853","YOR326W","S. cerevisiae","MYO2","MYOsin"
"SGD:S000005855","YOR328W","S. cerevisiae","PDR10","Pleiotropic Drug Resistance"
"SGD:S000005856","YOR329C","S. cerevisiae","SCD5","Suppressor of Clathrin Deficiency"
"SGD:S000005857","YOR330C","S. cerevisiae","MIP1","MItochondrial DNA Polymerase"
"SGD:S000005861","YOR334W","S. cerevisiae","MRS2","Mitochondrial RNA Splicing"
"SGD:S000005862","YOR335C","S. cerevisiae","ALA1","ALAnyl-tRNA synthetase"
"SGD:S000005863","YOR336W","S. cerevisiae","KRE5","Killer toxin REsistant"
"SGD:S000005867","YOR340C","S. cerevisiae","RPA43","RNA Polymerase A"
"SGD:S000005868","YOR341W","S. cerevisiae","RPA190","RNA Polymerase A"
"SGD:S000005869","YOR342C","S. cerevisiae","",""
"SGD:S000005873","YOR346W","S. cerevisiae","REV1","REVersionless"
"SGD:S000005874","YOR347C","S. cerevisiae","PYK2","PYruvate Kinase"
"SGD:S000005875","YOR348C","S. cerevisiae","PUT4","Proline UTilization"
"SGD:S000005876","YOR349W","S. cerevisiae","CIN1","Chromosome INstability"
"SGD:S000005879","YOR352W","S. cerevisiae","TFB6",""
"SGD:S000005880","YOR353C","S. cerevisiae","SOG2",""
"SGD:S000005882","YOR355W","S. cerevisiae","GDS1",""
"SGD:S000005883","YOR356W","S. cerevisiae","CIR2","Changed Intracellular Redox state"
"SGD:S000005885","YOR358W","S. cerevisiae","HAP5","Heme Activator Protein"
"SGD:S000005886","YOR359W","S. cerevisiae","VTS1","VTi1-2 Suppressor"
"SGD:S000005887","YOR360C","S. cerevisiae","PDE2","PhosphoDiEsterase"
"SGD:S000005888","YOR361C","S. cerevisiae","PRT1","PRoTein synthesis"
"SGD:S000005889","YOR362C","S. cerevisiae","PRE10","PRoteinase yscE"
"SGD:S000005890","YOR363C","S. cerevisiae","PIP2","Peroxisome Induction Pathway"
"SGD:S000005892","YOR365C","S. cerevisiae","",""
"SGD:S000005894","YOR367W","S. cerevisiae","SCP1","S. cerevisiae CalPonin"
"SGD:S000005895","YOR368W","S. cerevisiae","RAD17","RADiation sensitive"
"SGD:S000005897","YOR370C","S. cerevisiae","MRS6","Mitochondrial RNA Splicing"
"SGD:S000005898","YOR371C","S. cerevisiae","GPB1",""
"SGD:S000005899","YOR372C","S. cerevisiae","NDD1","Nuclear Division Defective"
"SGD:S000005900","YOR373W","S. cerevisiae","NUD1",""
"SGD:S000005901","YOR374W","S. cerevisiae","ALD4","ALdehyde Dehydrogenase"
"SGD:S000005902","YOR375C","S. cerevisiae","GDH1","Glutamate DeHydrogenase"
"SGD:S000005907","YOR380W","S. cerevisiae","RDR1","Repressor of Drug Resistance"
"SGD:S000005908","YOR381W","S. cerevisiae","FRE3","Ferric REductase"
"SGD:S000005909","YOR382W","S. cerevisiae","FIT2","Facilitator of Iron Transport"
"SGD:S000005913","YOR386W","S. cerevisiae","PHR1","PHotoreactivation Repair deficient"
"SGD:S000005916","YOR389W","S. cerevisiae","",""
"SGD:S000005922","YPL001W","S. cerevisiae","HAT1","Histone AcetylTransferase"
"SGD:S000005923","YPL002C","S. cerevisiae","SNF8","Sucrose NonFermenting"
"SGD:S000005924","YPL003W","S. cerevisiae","ULA1","Ubiquitin-Like protein Activation"
"SGD:S000005925","YPL004C","S. cerevisiae","LSP1","Long chain bases Stimulate Phosphorylation"
"SGD:S000005926","YPL005W","S. cerevisiae","AEP3","ATPase ExPression"
"SGD:S000005927","YPL006W","S. cerevisiae","NCR1","Niemann-pick type C Related"
"SGD:S000005928","YPL007C","S. cerevisiae","TFC8","Transcription Factor C"
"SGD:S000005929","YPL008W","S. cerevisiae","CHL1","CHromosome Loss"
"SGD:S000005930","YPL009C","S. cerevisiae","RQC2","Ribosome Quality control Complex"
"SGD:S000005931","YPL010W","S. cerevisiae","RET3","RETrieval from ER"
"SGD:S000005932","YPL011C","S. cerevisiae","TAF3","TATA binding protein-Associated Factor"
"SGD:S000005933","YPL012W","S. cerevisiae","RRP12","Ribosomal RNA Processing"
"SGD:S000005934","YPL013C","S. cerevisiae","MRPS16","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000005937","YPL016W","S. cerevisiae","SWI1","SWItching deficient"
"SGD:S000005938","YPL017C","S. cerevisiae","IRC15","Increased Recombination Centers"
"SGD:S000005939","YPL018W","S. cerevisiae","CTF19","Chromosome Transmission Fidelity"
"SGD:S000005940","YPL019C","S. cerevisiae","VTC3","Vacuolar Transporter Chaperone"
"SGD:S000005941","YPL020C","S. cerevisiae","ULP1","UbL-specific Protease"
"SGD:S000005943","YPL022W","S. cerevisiae","RAD1","RADiation sensitive"
"SGD:S000005944","YPL023C","S. cerevisiae","MET12","METhionine requiring"
"SGD:S000005945","YPL024W","S. cerevisiae","RMI1","RecQ Mediated genome Instability"
"SGD:S000005949","YPL028W","S. cerevisiae","ERG10","ERGosterol biosynthesis"
"SGD:S000005952","YPL031C","S. cerevisiae","PHO85","PHOsphate metabolism"
"SGD:S000005953","YPL032C","S. cerevisiae","SVL3","Styryl dye Vacuolar Localization"
"SGD:S000005954","YPL033C","S. cerevisiae","SRL4","Suppressor of Rad53 null Lethality or Suppressor of Rad53 and Lcd1"
"SGD:S000005956","YPL035C","S. cerevisiae","",""
"SGD:S000005958","YPL037C","S. cerevisiae","EGD1","Enhancer of Gal4 DNA binding"
"SGD:S000005961","YPL040C","S. cerevisiae","ISM1","Isoleucyl tRNA Synthetase of Mitochondria"
"SGD:S000005963","YPL042C","S. cerevisiae","SSN3","Suppressor of SNf1"
"SGD:S000005964","YPL043W","S. cerevisiae","NOP4","NucleOlar Protein"
"SGD:S000005967","YPL046C","S. cerevisiae","ELC1","ELongin C"
"SGD:S000005968","YPL047W","S. cerevisiae","SGF11","SaGa associated Factor 11kDa"
"SGD:S000005969","YPL048W","S. cerevisiae","CAM1","Calcium And Membrane-binding protein"
"SGD:S000005970","YPL049C","S. cerevisiae","DIG1","Down-regulator of Invasive Growth"
"SGD:S000005972","YPL051W","S. cerevisiae","ARL3","ADP-Ribosylation factor-Like"
"SGD:S000005976","YPL055C","S. cerevisiae","LGE1","LarGE cells"
"SGD:S000005978","YPL057C","S. cerevisiae","SUR1","SUppressor of Rvs161 and rvs167 mutations"
"SGD:S000005979","YPL058C","S. cerevisiae","PDR12","Pleiotropic Drug Resistance"
"SGD:S000005980","YPL059W","S. cerevisiae","GRX5","GlutaRedoXin"
