"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000005034","YNL090W","S. cerevisiae","RHO2","Ras HOmolog"
"SGD:S000005035","YNL091W","S. cerevisiae","NST1","Negatively affects Salt Tolerance"
"SGD:S000005036","YNL092W","S. cerevisiae","",""
"SGD:S000005037","YNL093W","S. cerevisiae","YPT53","Yeast Protein Two"
"SGD:S000005038","YNL094W","S. cerevisiae","APP1","Actin Patch Protein"
"SGD:S000005039","YNL095C","S. cerevisiae","",""
"SGD:S000005040","YNL096C","S. cerevisiae","RPS7B","Ribosomal Protein of the Small subunit"
"SGD:S000005041","YNL097C","S. cerevisiae","PHO23","PHOsphate metabolism"
"SGD:S000005042","YNL098C","S. cerevisiae","RAS2","homologous to RAS proto-oncogene"
"SGD:S000005043","YNL099C","S. cerevisiae","OCA1","Oxidant-induced Cell-cycle Arrest"
"SGD:S000005044","YNL100W","S. cerevisiae","MIC27","MItochondrial contact site and Cristae organizing system"
"SGD:S000005045","YNL101W","S. cerevisiae","AVT4","Amino acid Vacuolar Transport"
"SGD:S000005046","YNL102W","S. cerevisiae","POL1","POLymerase"
"SGD:S000005047","YNL103W","S. cerevisiae","MET4","METhionine requiring"
"SGD:S000005048","YNL104C","S. cerevisiae","LEU4","LEUcine biosynthesis"
"SGD:S000005049","YNL105W","S. cerevisiae","RRT16","Regulator of rDNA Transcription"
"SGD:S000005050","YNL106C","S. cerevisiae","INP52","INositol polyphosphate 5-Phosphatase"
"SGD:S000005051","YNL107W","S. cerevisiae","YAF9","Yeast homolog of the human leukemogenic protein AF9"
"SGD:S000005053","YNL109W","S. cerevisiae","",""
"SGD:S000005054","YNL110C","S. cerevisiae","NOP15","NucleOlar Protein"
"SGD:S000005056","YNL112W","S. cerevisiae","DBP2","Dead Box Protein"
"SGD:S000005057","YNL113W","S. cerevisiae","RPC19","RNA Polymerase C"
"SGD:S000005060","YNL116W","S. cerevisiae","DMA2","Defective in Mitotic Arrest"
"SGD:S000005062","YNL118C","S. cerevisiae","DCP2","mRNA DeCaPping"
"SGD:S000005063","YNL119W","S. cerevisiae","NCS2","Needs Cla4 to Survive"
"SGD:S000005065","YNL121C","S. cerevisiae","TOM70","Translocase of the Outer Mitochondrial membrane"
"SGD:S000005066","YNL122C","S. cerevisiae","MRP35","Mitochondrial Ribosomal Protein"
"SGD:S000005068","YNL124W","S. cerevisiae","NAF1","Nuclear Assembly Factor"
"SGD:S000005069","YNL125C","S. cerevisiae","ESBP6",""
"SGD:S000005070","YNL126W","S. cerevisiae","SPC98","Spindle Pole Component"
"SGD:S000005071","YNL127W","S. cerevisiae","FAR11","Factor ARrest"
"SGD:S000005072","YNL128W","S. cerevisiae","TEP1","TEnsin-like Phosphatase"
"SGD:S000005073","YNL129W","S. cerevisiae","NRK1","Nicotinamide Riboside Kinase"
"SGD:S000005074","YNL130C","S. cerevisiae","CPT1","CholinePhosphoTransferase"
"SGD:S000005075","YNL131W","S. cerevisiae","TOM22","Translocase of the Outer Mitochondrial membrane"
"SGD:S000005076","YNL132W","S. cerevisiae","KRE33","Killer toxin REsistant"
"SGD:S000005077","YNL133C","S. cerevisiae","FYV6","Function required for Yeast Viability"
"SGD:S000005078","YNL134C","S. cerevisiae","",""
"SGD:S000005079","YNL135C","S. cerevisiae","FPR1","Fk 506-sensitive Proline Rotamase"
"SGD:S000005081","YNL137C","S. cerevisiae","NAM9","Nuclear Accommodation of Mitochondria"
"SGD:S000005082","YNL138W","S. cerevisiae","SRV2","Suppressor of RasVal19"
"SGD:S000005083","YNL139C","S. cerevisiae","THO2","suppressor of the Transcriptional defect of Hpr1 by Overexpression"
"SGD:S000005084","YNL140C","S. cerevisiae","",""
"SGD:S000005085","YNL141W","S. cerevisiae","AAH1","Adenine AminoHydrolase"
"SGD:S000005086","YNL142W","S. cerevisiae","MEP2",""
"SGD:S000005088","YNL144C","S. cerevisiae","MPF1","Mitochondrial and Peroxisomal Factor"
"SGD:S000005089","YNL145W","S. cerevisiae","MFA2","Mating Factor A"
"SGD:S000005090","YNL146W","S. cerevisiae","",""
"SGD:S000005091","YNL147W","S. cerevisiae","LSM7","Like SM"
"SGD:S000005092","YNL148C","S. cerevisiae","ALF1","ALpha tubulin Folding"
"SGD:S000005095","YNL151C","S. cerevisiae","RPC31","RNA Polymerase C"
"SGD:S000005096","YNL152W","S. cerevisiae","INN1","required for INgressioN"
"SGD:S000005097","YNL153C","S. cerevisiae","GIM3","Gene Involved in Microtubule biogenesis"
"SGD:S000005098","YNL154C","S. cerevisiae","YCK2","Yeast Casein Kinase"
"SGD:S000005099","YNL155W","S. cerevisiae","CUZ1","Cdc48-associated UBL/Zn-finger protein"
"SGD:S000005101","YNL157W","S. cerevisiae","IGO1","Initiation of G zerO"
"SGD:S000005102","YNL158W","S. cerevisiae","PGA1","Processing of Gas1p and ALP"
"SGD:S000005103","YNL159C","S. cerevisiae","ASI2","Amino acid Sensor-Independent"
"SGD:S000005104","YNL160W","S. cerevisiae","YGP1","Yeast GlycoProtein"
"SGD:S000005105","YNL161W","S. cerevisiae","CBK1","Cell wall Biosynthesis Kinase"
"SGD:S000005107","YNL163C","S. cerevisiae","RIA1","RIbosome Assembly"
"SGD:S000005108","YNL164C","S. cerevisiae","IBD2","Inhibition of Bud Division"
"SGD:S000005109","YNL165W","S. cerevisiae","",""
"SGD:S000005110","YNL166C","S. cerevisiae","BNI5","Bud Neck Involved"
"SGD:S000005111","YNL167C","S. cerevisiae","SKO1","Suppressor of Kinase Overexpression"
"SGD:S000005113","YNL169C","S. cerevisiae","PSD1","PhosphatidylSerine Decarboxylase"
"SGD:S000005115","YNL171C","S. cerevisiae","",""
"SGD:S000005116","YNL172W","S. cerevisiae","APC1","Anaphase Promoting Complex subunit"
"SGD:S000005117","YNL173C","S. cerevisiae","MDG1","Multicopy suppressor of Defective G-protein"
"SGD:S000005119","YNL175C","S. cerevisiae","NOP13","NucleOlar Protein"
"SGD:S000005120","YNL176C","S. cerevisiae","TDA7","Topoisomerase I Damage Affected"
"SGD:S000005122","YNL178W","S. cerevisiae","RPS3","Ribosomal Protein of the Small subunit"
"SGD:S000005124","YNL180C","S. cerevisiae","RHO5","Ras HOmolog"
"SGD:S000005125","YNL181W","S. cerevisiae","PBR1","Potentiates Bioactive compound Response"
"SGD:S000005126","YNL182C","S. cerevisiae","IPI3","Involved in Processing ITS2"
"SGD:S000005127","YNL183C","S. cerevisiae","NPR1","Nitrogen Permease Reactivator"
"SGD:S000005129","YNL185C","S. cerevisiae","MRPL19","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005130","YNL186W","S. cerevisiae","UBP10","UBiquitin-specific Protease"
"SGD:S000005131","YNL187W","S. cerevisiae","SWT21","Synthetic With Tgs1"
"SGD:S000005132","YNL188W","S. cerevisiae","KAR1","KARyogamy"
"SGD:S000005133","YNL189W","S. cerevisiae","SRP1","Suppressor of Rna Polymerase I"
"SGD:S000005134","YNL190W","S. cerevisiae","",""
"SGD:S000005135","YNL191W","S. cerevisiae","DUG3","Deficient in Utilization of Glutathione"
"SGD:S000005136","YNL192W","S. cerevisiae","CHS1","CHitin Synthase"
"SGD:S000005137","YNL193W","S. cerevisiae","",""
"SGD:S000005138","YNL194C","S. cerevisiae","",""
"SGD:S000005140","YNL196C","S. cerevisiae","SLZ1",""
"SGD:S000005143","YNL199C","S. cerevisiae","GCR2","GlyColysis Regulation"
"SGD:S000005145","YNL201C","S. cerevisiae","PSY2","Platinum SensitivitY"
"SGD:S000005146","YNL202W","S. cerevisiae","SPS19","SPorulation-Specific"
"SGD:S000005148","YNL204C","S. cerevisiae","SPS18","SPorulation-Specific"
"SGD:S000005149","YNL205C","S. cerevisiae","",""
"SGD:S000005150","YNL206C","S. cerevisiae","RTT106","Regulator of Ty1 Transposition"
"SGD:S000005151","YNL207W","S. cerevisiae","RIO2","RIght Open reading frame"
"SGD:S000005152","YNL208W","S. cerevisiae","",""
"SGD:S000005154","YNL210W","S. cerevisiae","MER1","MEiotic Recombination"
"SGD:S000005155","YNL211C","S. cerevisiae","MRX7","Mitochondrial oRganization of gene eXpression (MIOREX)"
"SGD:S000005156","YNL212W","S. cerevisiae","VID27","Vacuolar Import and Degradation"
"SGD:S000005157","YNL213C","S. cerevisiae","RRG9","Required for Respiratory Growth"
"SGD:S000005158","YNL214W","S. cerevisiae","PEX17","PEroXisome related"
"SGD:S000005159","YNL215W","S. cerevisiae","IES2","Ino Eighty Subunit"
"SGD:S000005160","YNL216W","S. cerevisiae","RAP1","Repressor/Activator site binding Protein"
"SGD:S000005161","YNL217W","S. cerevisiae","PPN2",""
"SGD:S000005162","YNL218W","S. cerevisiae","MGS1","Maintenance of Genome Stability"
"SGD:S000005163","YNL219C","S. cerevisiae","ALG9","Asparagine-Linked Glycosylation"
"SGD:S000005164","YNL220W","S. cerevisiae","ADE12","ADEnine requiring"
"SGD:S000005165","YNL221C","S. cerevisiae","POP1","Processing Of Precursor RNAs"
"SGD:S000005166","YNL222W","S. cerevisiae","SSU72","Suppressor of SUa7, gene 2"
"SGD:S000005167","YNL223W","S. cerevisiae","ATG4","AuTophaGy related"
"SGD:S000005168","YNL224C","S. cerevisiae","SQS1","SQuelch of Splicing suppression"
"SGD:S000005169","YNL225C","S. cerevisiae","CNM67","Chaotic Nuclear Migration"
"SGD:S000005170","YNL226W","S. cerevisiae","",""
"SGD:S000005171","YNL227C","S. cerevisiae","JJJ1","J-protein (Type III)"
"SGD:S000005172","YNL228W","S. cerevisiae","",""
"SGD:S000005173","YNL229C","S. cerevisiae","URE2","UREidosuccinate transport"
"SGD:S000005174","YNL230C","S. cerevisiae","ELA1","ELongin A"
"SGD:S000005175","YNL231C","S. cerevisiae","PDR16","Pleiotropic Drug Resistance"
"SGD:S000005176","YNL232W","S. cerevisiae","CSL4","Cep1 Synthetic Lethal"
"SGD:S000005177","YNL233W","S. cerevisiae","BNI4","Bud Neck Involved"
"SGD:S000005178","YNL234W","S. cerevisiae","",""
"SGD:S000005179","YNL235C","S. cerevisiae","",""
"SGD:S000005180","YNL236W","S. cerevisiae","SIN4","Switch INdependent"
"SGD:S000005181","YNL237W","S. cerevisiae","YTP1","Yeast putative Transmembrane Protein"
"SGD:S000005182","YNL238W","S. cerevisiae","KEX2","Killer EXpression defective"
"SGD:S000005183","YNL239W","S. cerevisiae","LAP3","Leucine AminoPeptidases"
"SGD:S000005185","YNL241C","S. cerevisiae","ZWF1","ZWischenFerment"
"SGD:S000005186","YNL242W","S. cerevisiae","ATG2","AuTophaGy related"
"SGD:S000005187","YNL243W","S. cerevisiae","SLA2","Synthetic Lethal with ABP1"
"SGD:S000005188","YNL244C","S. cerevisiae","SUI1","SUppressor of Initiator codon"
"SGD:S000005189","YNL245C","S. cerevisiae","CWC25","Complexed With Cef1p"
"SGD:S000005190","YNL246W","S. cerevisiae","VPS75","Vacuolar Protein Sorting"
"SGD:S000005192","YNL248C","S. cerevisiae","RPA49","RNA Polymerase A"
"SGD:S000005194","YNL250W","S. cerevisiae","RAD50","RADiation sensitive"
"SGD:S000005195","YNL251C","S. cerevisiae","NRD1","Nuclear pre-mRNA Down-regulation"
"SGD:S000005196","YNL252C","S. cerevisiae","MRPL17","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005197","YNL253W","S. cerevisiae","TEX1","TrEX component"
"SGD:S000005199","YNL255C","S. cerevisiae","GIS2","GIg Suppressor"
"SGD:S000005201","YNL257C","S. cerevisiae","SIP3","SNF1-Interacting Protein"
"SGD:S000005202","YNL258C","S. cerevisiae","DSL1","Dependence on SLy1-20"
"SGD:S000005203","YNL259C","S. cerevisiae","ATX1","AnTioXidant"
"SGD:S000005204","YNL260C","S. cerevisiae","LTO1","required for biogenesis of the Large ribosomal subunit and initiation of Translation in Oxygen"
"SGD:S000005205","YNL261W","S. cerevisiae","ORC5","Origin Recognition Complex"
"SGD:S000005206","YNL262W","S. cerevisiae","POL2","POLymerase"
"SGD:S000005207","YNL263C","S. cerevisiae","YIF1","YIP1-Interacting Factor"
"SGD:S000005208","YNL264C","S. cerevisiae","PDR17","Pleiotropic Drug Resistance"
"SGD:S000005209","YNL265C","S. cerevisiae","IST1","Increased Sodium Tolerance"
"SGD:S000005210","YNL266W","S. cerevisiae","",""
"SGD:S000005211","YNL267W","S. cerevisiae","PIK1","Phosphatidyl Inositol Kinase"
"SGD:S000005215","YNL271C","S. cerevisiae","BNI1","Bud Neck Involved"
"SGD:S000005216","YNL272C","S. cerevisiae","SEC2","SECretory"
"SGD:S000005217","YNL273W","S. cerevisiae","TOF1","TOpoisomerase I-interacting Factor"
"SGD:S000005219","YNL275W","S. cerevisiae","BOR1","BORon transporter"
"SGD:S000005220","YNL276C","S. cerevisiae","",""
"SGD:S000005221","YNL277W","S. cerevisiae","MET2","METhionine requiring"
"SGD:S000005222","YNL278W","S. cerevisiae","CAF120","CCR4 Associated Factor"
"SGD:S000005223","YNL279W","S. cerevisiae","PRM1","Pheromone-Regulated Membrane protein"
"SGD:S000005224","YNL280C","S. cerevisiae","ERG24","ERGosterol biosynthesis"
"SGD:S000005225","YNL281W","S. cerevisiae","HCH1","High-Copy Hsp90 suppressor"
"SGD:S000005226","YNL282W","S. cerevisiae","POP3","Processing Of Precursor RNAs"
"SGD:S000005228","YNL284C","S. cerevisiae","MRPL10","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005229","YNL285W","S. cerevisiae","",""
"SGD:S000005230","YNL286W","S. cerevisiae","CUS2","Cold sensitive U2 snRNA Suppressor"
"SGD:S000005231","YNL287W","S. cerevisiae","SEC21","SECretory"
"SGD:S000005232","YNL288W","S. cerevisiae","CAF40","CCR4 Associated Factor"
"SGD:S000005233","YNL289W","S. cerevisiae","PCL1","Pho85 CycLin"
"SGD:S000005234","YNL290W","S. cerevisiae","RFC3","Replication Factor C"
"SGD:S000005235","YNL291C","S. cerevisiae","MID1","Mating pheromone-Induced Death"
"SGD:S000005236","YNL292W","S. cerevisiae","PUS4","PseudoUridine Synthase"
"SGD:S000005237","YNL293W","S. cerevisiae","MSB3","Multicopy Suppressor of Bud Emergence"
"SGD:S000005242","YNL298W","S. cerevisiae","CLA4","CLn Activity dependant"
"SGD:S000005244","YNL300W","S. cerevisiae","TOS6",""
"SGD:S000005248","YNL304W","S. cerevisiae","YPT11","Yeast Protein Two"
"SGD:S000005250","YNL306W","S. cerevisiae","MRPS18","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000005251","YNL307C","S. cerevisiae","MCK1","Meiosis and Centromere regulatory Kinase"
"SGD:S000005252","YNL308C","S. cerevisiae","KRI1","KRR1-Interacting protein"
"SGD:S000005253","YNL309W","S. cerevisiae","STB1","Sin Three Binding protein"
"SGD:S000005255","YNL311C","S. cerevisiae","SKP2","homology with human SKP2"
"SGD:S000005256","YNL312W","S. cerevisiae","RFA2","Replication Factor A"
"SGD:S000005257","YNL313C","S. cerevisiae","EMW1","Essential for Maintenance of the cell Wall"
"SGD:S000005258","YNL314W","S. cerevisiae","DAL82","Degradation of Allantoin"
"SGD:S000005259","YNL315C","S. cerevisiae","ATP11","ATP synthase"
"SGD:S000005260","YNL316C","S. cerevisiae","PHA2","PHenylAlanine requiring"
"SGD:S000005261","YNL317W","S. cerevisiae","PFS2","Polyadenylation Factor Subunit"
"SGD:S000005262","YNL318C","S. cerevisiae","HXT14","HeXose Transporter"
"SGD:S000005263","YNL319W","S. cerevisiae","",""
"SGD:S000005264","YNL320W","S. cerevisiae","",""
"SGD:S000005265","YNL321W","S. cerevisiae","VNX1","Vacuolar Na+/H+ eXchanger"
"SGD:S000005267","YNL323W","S. cerevisiae","LEM3","Ligand-Effect Modulator"
"SGD:S000005268","YNL324W","S. cerevisiae","",""
"SGD:S000005270","YNL326C","S. cerevisiae","PFA3","Protein Fatty Acyltransferase"
"SGD:S000005271","YNL327W","S. cerevisiae","EGT2","Early G1 Transcript"
"SGD:S000005272","YNL328C","S. cerevisiae","MDJ2","Mitochondrial DnaJ homolog"
"SGD:S000005273","YNL329C","S. cerevisiae","PEX6","PEroXin"
"SGD:S000005274","YNL330C","S. cerevisiae","RPD3","Reduced Potassium Dependency"
"SGD:S000005275","YNL331C","S. cerevisiae","AAD14","Aryl-Alcohol Dehydrogenase"
"SGD:S000005277","YNL333W","S. cerevisiae","SNZ2","SNooZe"
"SGD:S000005278","YNL334C","S. cerevisiae","SNO2","SNZ proximal Open reading frame"
"SGD:S000005280","YNL336W","S. cerevisiae","COS1","COnserved Sequence"
"SGD:S000005283","YNL339C","S. cerevisiae","YRF1-6",""
"SGD:S000005284","YNR001C","S. cerevisiae","CIT1","CITrate synthase"
"SGD:S000005285","YNR002C","S. cerevisiae","ATO2","Ammonia (Ammonium) Transport Outward"
"SGD:S000005286","YNR003C","S. cerevisiae","RPC34","RNA Polymerase C"
"SGD:S000005287","YNR004W","S. cerevisiae","SWM2","Synthetic With mud2-delta"
"SGD:S000005288","YNR005C","S. cerevisiae","",""
"SGD:S000005289","YNR006W","S. cerevisiae","VPS27","Vacuolar Protein Sorting"
"SGD:S000005290","YNR007C","S. cerevisiae","ATG3","AuTophaGy related"
"SGD:S000005291","YNR008W","S. cerevisiae","LRO1","Lecithin cholesterol acyl transferase Related Open reading frame"
"SGD:S000005292","YNR009W","S. cerevisiae","NRM1","Negative Regulator of MBF targets"
"SGD:S000005293","YNR010W","S. cerevisiae","CSE2","Chromosome SEgregation"
"SGD:S000005294","YNR011C","S. cerevisiae","PRP2","Pre-mRNA Processing"
"SGD:S000005295","YNR012W","S. cerevisiae","URK1","URidine Kinase"
"SGD:S000005296","YNR013C","S. cerevisiae","PHO91","PHOsphate metabolism"
"SGD:S000005298","YNR015W","S. cerevisiae","SMM1","Suppressor of Mitochondrial Mutation"
"SGD:S000005299","YNR016C","S. cerevisiae","ACC1","Acetyl-CoA Carboxylase"
"SGD:S000005300","YNR017W","S. cerevisiae","TIM23","Translocase of the Inner Mitochondrial membrane"
"SGD:S000005301","YNR018W","S. cerevisiae","RCF2","Respiratory superComplex Factor"
"SGD:S000005302","YNR019W","S. cerevisiae","ARE2","Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme"
"SGD:S000005305","YNR022C","S. cerevisiae","MRPL50","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000005306","YNR023W","S. cerevisiae","SNF12","Sucrose NonFermenting"
"SGD:S000005307","YNR024W","S. cerevisiae","MPP6","M-Phase Phosphoprotein 6 homolog"
"SGD:S000005308","YNR025C","S. cerevisiae","",""
"SGD:S000005309","YNR026C","S. cerevisiae","SEC12","SECretory"
"SGD:S000005310","YNR027W","S. cerevisiae","BUD17","BUD site selection"
"SGD:S000005311","YNR028W","S. cerevisiae","CPR8","Cyclosporin-sensitive Proline Rotamase"
"SGD:S000005312","YNR029C","S. cerevisiae","ZNG1","Zn-regulated GTPase metalloprotein activator"
"SGD:S000005313","YNR030W","S. cerevisiae","ALG12","Asparagine-Linked Glycosylation"
"SGD:S000005314","YNR031C","S. cerevisiae","SSK2","Suppressor of Sensor Kinase"
"SGD:S000005315","YNR032W","S. cerevisiae","PPG1","Protein Phosphatase involved in Glycogen accumulation"
"SGD:S000005316","YNR033W","S. cerevisiae","ABZ1","para-AminoBenZoic acid (PABA) biosynthesis"
"SGD:S000005317","YNR034W","S. cerevisiae","SOL1","Suppressor Of Los1-1"
"SGD:S000005318","YNR035C","S. cerevisiae","ARC35","ARp2/3 Complex subunit"
"SGD:S000005319","YNR036C","S. cerevisiae","MRPS12","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000005320","YNR037C","S. cerevisiae","RSM19","Ribosomal Small subunit of Mitochondria"
"SGD:S000005322","YNR039C","S. cerevisiae","ZRG17","Zinc Regulated Gene"
"SGD:S000005323","YNR040W","S. cerevisiae","MRX15","Mitochondrial oRganization of gene eXpression (MIOREX)"
"SGD:S000005324","YNR041C","S. cerevisiae","COQ2","COenzyme Q"
"SGD:S000005325","YNR042W","S. cerevisiae","",""
"SGD:S000005326","YNR043W","S. cerevisiae","MVD1","MeValonate pyrophosphate Decarboxylase"
"SGD:S000005328","YNR045W","S. cerevisiae","PET494","PETite colonies"
"SGD:S000005329","YNR046W","S. cerevisiae","TRM112","TRna Methyltransferase"
"SGD:S000005330","YNR047W","S. cerevisiae","FPK1","FliPase Kinase"
"SGD:S000005331","YNR048W","S. cerevisiae","",""
"SGD:S000005332","YNR049C","S. cerevisiae","MSO1","Multicopy suppressor of Sec One"
"SGD:S000005333","YNR050C","S. cerevisiae","LYS9","LYSine requiring"
"SGD:S000005334","YNR051C","S. cerevisiae","BRE5","BREfeldin A sensitivity"
"SGD:S000005335","YNR052C","S. cerevisiae","POP2","PGK promoter directed OverProduction"
"SGD:S000005336","YNR053C","S. cerevisiae","NOG2","NucleOlar G-protein"
"SGD:S000005337","YNR054C","S. cerevisiae","ESF2","Eighteen S rRNA Factor"
"SGD:S000005338","YNR055C","S. cerevisiae","HOL1","HistidinOl"
"SGD:S000005339","YNR056C","S. cerevisiae","BIO5","BIOtin"
"SGD:S000005341","YNR058W","S. cerevisiae","BIO3","BIOtin"
"SGD:S000005342","YNR059W","S. cerevisiae","MNT4","MaNnosylTransferase"
"SGD:S000005343","YNR060W","S. cerevisiae","FRE4","Ferric REductase"
"SGD:S000005344","YNR061C","S. cerevisiae","",""
"SGD:S000005346","YNR063W","S. cerevisiae","PUL4","PULcherrimin"
"SGD:S000005347","YNR064C","S. cerevisiae","",""
"SGD:S000005348","YNR065C","S. cerevisiae","",""
"SGD:S000005349","YNR066C","S. cerevisiae","",""
"SGD:S000005351","YNR068C","S. cerevisiae","",""
"SGD:S000005352","YNR069C","S. cerevisiae","BSC5","Bypass of Stop Codon"
"SGD:S000005353","YNR070W","S. cerevisiae","PDR18","Pleiotropic Drug Resistance"
"SGD:S000005354","YNR071C","S. cerevisiae","",""
"SGD:S000005355","YNR072W","S. cerevisiae","HXT17","HeXose Transporter"
"SGD:S000005357","YNR074C","S. cerevisiae","AIF1","Apoptosis-Inducing Factor"
"SGD:S000005358","YNR075W","S. cerevisiae","COS10","COnserved Sequence"
"SGD:S000005361","YOL001W","S. cerevisiae","PHO80","PHOsphate metabolism"
"SGD:S000005362","YOL002C","S. cerevisiae","IZH2","Implicated in Zinc Homeostasis"
"SGD:S000005363","YOL003C","S. cerevisiae","PFA4","Protein Fatty Acyltransferase"
"SGD:S000005364","YOL004W","S. cerevisiae","SIN3","Switch INdependent"
"SGD:S000005365","YOL005C","S. cerevisiae","RPB11","RNA Polymerase B"
"SGD:S000005366","YOL006C","S. cerevisiae","TOP1","TOPoisomerase"
"SGD:S000005368","YOL008W","S. cerevisiae","COQ10","COenzyme Q"
"SGD:S000005369","YOL009C","S. cerevisiae","MDM12","Mitochondrial Distribution and Morphology"
"SGD:S000005370","YOL010W","S. cerevisiae","RCL1","Rna 3'-terminal phosphate Cyclase Like"
"SGD:S000005371","YOL011W","S. cerevisiae","PLB3","PhosphoLipase B"
"SGD:S000005372","YOL012C","S. cerevisiae","HTZ1","Histone Two A Z"
"SGD:S000005373","YOL013C","S. cerevisiae","HRD1","HMG-coA Reductase Degradation"
"SGD:S000005374","YOL014W","S. cerevisiae","",""
"SGD:S000005375","YOL015W","S. cerevisiae","IRC10","Increased Recombination Centers"
"SGD:S000005376","YOL016C","S. cerevisiae","CMK2","CalModulin dependent protein Kinase"
"SGD:S000005377","YOL017W","S. cerevisiae","ESC8","Establishes Silent Chromatin"
"SGD:S000005378","YOL018C","S. cerevisiae","TLG2","T-snare affecting a Late Golgi compartment"
"SGD:S000005380","YOL020W","S. cerevisiae","TAT2","Tryptophan Amino acid Transporter"
"SGD:S000005381","YOL021C","S. cerevisiae","DIS3","homolog of S. pombe dis3 (chromosome DISjunction)"
"SGD:S000005382","YOL022C","S. cerevisiae","TSR4","Twenty S rRNA accumulation"
"SGD:S000005388","YOL028C","S. cerevisiae","YAP7","Yeast AP-1"
"SGD:S000005390","YOL030W","S. cerevisiae","GAS5","Glycophospholipid-Anchored Surface protein"
"SGD:S000005391","YOL031C","S. cerevisiae","SIL1","Suppressor of the Ire1/Lhs1 double mutant"
"SGD:S000005392","YOL032W","S. cerevisiae","OPI10","OverProducer of Inositol"
"SGD:S000005393","YOL033W","S. cerevisiae","MSE1","Mitochondrial aminoacyl-tRNA Synthetase, Glutamate (E)"
"SGD:S000005394","YOL034W","S. cerevisiae","SMC5","Structural Maintenance of Chromosomes"
"SGD:S000005395","YOL035C","S. cerevisiae","",""
"SGD:S000005396","YOL036W","S. cerevisiae","",""
"SGD:S000005398","YOL038W","S. cerevisiae","PRE6","PRoteinase yscE"
"SGD:S000005399","YOL039W","S. cerevisiae","RPP2A","Ribosomal Protein P2 Alpha"
"SGD:S000005401","YOL041C","S. cerevisiae","NOP12","NucleOlar Protein"
"SGD:S000005402","YOL042W","S. cerevisiae","NGL1",""
"SGD:S000005403","YOL043C","S. cerevisiae","NTG2","eNdonuclease Three-like Glycosylase"
"SGD:S000005404","YOL044W","S. cerevisiae","PEX15","PEroXisome related"
"SGD:S000005405","YOL045W","S. cerevisiae","PSK2","Pas domain-containing Serine/threonine protein Kinase"
"SGD:S000005406","YOL046C","S. cerevisiae","",""
"SGD:S000005410","YOL050C","S. cerevisiae","",""
"SGD:S000005411","YOL051W","S. cerevisiae","GAL11","GALactose metabolism"
"SGD:S000005412","YOL052C","S. cerevisiae","SPE2","SPErmidine auxotroph"
"SGD:S000005415","YOL054W","S. cerevisiae","PSH1","Pob3/Spt16 Histone associated"
"SGD:S000005417","YOL056W","S. cerevisiae","GPM3","Glycerate PhosphoMutase"
"SGD:S000005419","YOL058W","S. cerevisiae","ARG1","ARGinine requiring"
"SGD:S000005420","YOL059W","S. cerevisiae","GPD2","Glycerol-3-Phosphate Dehydrogenase"
"SGD:S000005422","YOL061W","S. cerevisiae","PRS5","PhosphoRibosylpyrophosphate Synthetase"
"SGD:S000005423","YOL062C","S. cerevisiae","APM4","clathrin Adaptor Protein complex Medium chain"
"SGD:S000005424","YOL063C","S. cerevisiae","CRT10","Constitutive RNR Transcription regulators"
"SGD:S000005425","YOL064C","S. cerevisiae","MET22","METhionine requiring"
"SGD:S000005426","YOL065C","S. cerevisiae","INP54","INositol polyphosphate 5-Phosphatase"
"SGD:S000005427","YOL066C","S. cerevisiae","RIB2","RIBoflavin biosynthesis"
"SGD:S000005428","YOL067C","S. cerevisiae","RTG1","ReTroGrade regulation"
"SGD:S000005429","YOL068C","S. cerevisiae","HST1","Homolog of SIR Two (SIR2)"
"SGD:S000005430","YOL069W","S. cerevisiae","NUF2","NUclear Filament-containing protein"
"SGD:S000005431","YOL070C","S. cerevisiae","NBA1","Nap1p and Bud neck Associated"
"SGD:S000005433","YOL072W","S. cerevisiae","THP1","Tho2/Hpr1 Phenotype"
"SGD:S000005434","YOL073C","S. cerevisiae","DSC2","Defective for SREBP Cleavage"
"SGD:S000005435","YOL075C","S. cerevisiae","",""
"SGD:S000005437","YOL077C","S. cerevisiae","BRX1","Xenopus laevis Brix (Biogenesis of Ribosomes in Xenopus) homolog"
"SGD:S000005438","YOL078W","S. cerevisiae","AVO1","Adheres VOraciously (to TOR2)"
"SGD:S000005440","YOL080C","S. cerevisiae","REX4","Rna EXonuclease"
"SGD:S000005441","YOL081W","S. cerevisiae","IRA2","Inhibitory Regulator of the RAS-cAMP pathway"
"SGD:S000005442","YOL082W","S. cerevisiae","ATG19","AuTophaGy related"
"SGD:S000005443","YOL083W","S. cerevisiae","ATG34","AuTophaGy related"
"SGD:S000005445","YOL085C","S. cerevisiae","",""
"SGD:S000005446","YOL086C","S. cerevisiae","ADH1","Alcohol DeHydrogenase"
